customer_id,tenure_months,annual_revenue,engagement_score,support_tickets,feature_adoption,industry,contract_length_months,churn_probability,action_taken,churned,segment,upsell_propensity,nba_action,action_cost,expected_value
1410,51,50000,99,1,0.10219245600386292,Finance,36,0.03170245688645684,none,0,LowRisk_MediumValue_HighEngagement,0.9175644927853872,upsell_offer,100,13663.467391780809
1411,51,50000,20,1,0.3407238814388167,Tech,24,0.490251604510838,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1412,36,15000,21,1,0.2446892739934777,Retail,36,0.4814740758334604,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1413,36,5000,8,6,0.731986575985419,Retail,36,0.5173480853490107,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1414,26,50000,33,1,0.47679035071588044,Tech,36,0.471219960951731,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1415,43,5000,58,2,0.07724279248974261,Healthcare,12,0.30478658216393834,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1416,27,15000,25,1,0.2798126905637849,Tech,12,0.6066497652610843,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1417,5,15000,0,2,0.3475263883095791,Healthcare,24,0.8644665341299096,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1418,20,50000,99,4,0.2066312389637716,Tech,36,0.5430268553781792,none,1,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
1419,11,15000,4,1,0.4736295707726096,Finance,36,1.0,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1420,10,5000,40,1,0.2442944198042172,Tech,12,0.8362988265998683,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1421,40,15000,62,2,0.18053617117773438,Tech,12,0.1862986576205325,none,0,LowRisk_LowValue_LowEngagement,0.3507654713833478,none,0,0.0
1422,38,15000,21,1,0.3968366380392598,Tech,24,0.3461225468662421,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1423,6,5000,67,5,0.504838900741754,Retail,24,0.7515692390899682,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1424,8,15000,47,1,0.4746442142446771,Retail,24,0.8643981004134778,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1425,23,50000,65,0,0.12462519220298555,Tech,24,0.5127920639490687,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1426,47,100000,15,6,0.2247654464506258,Retail,12,0.41674082946687474,none,1,MediumRisk_HighValue_LowEngagement,,none,0,0.0
1427,26,15000,79,6,0.28425623327982524,Tech,12,0.4655882552889253,none,0,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1428,46,5000,52,1,0.508560761809294,Tech,36,0.2787404007793199,none,0,LowRisk_LowValue_LowEngagement,0.5045495621148206,none,0,0.0
1429,43,5000,85,1,0.1356693649186161,Tech,12,0.28770467629040797,none,1,LowRisk_LowValue_HighEngagement,0.6754812758824041,none,0,0.0
1430,12,50000,64,2,0.20004066684169117,Retail,12,0.699732903641548,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1431,26,50000,78,4,0.325012269632898,Finance,36,0.562526239980219,none,0,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
1432,13,5000,63,2,0.43832708322646446,Finance,36,0.5522991508213383,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1433,40,5000,87,0,0.10808139473322544,Retail,36,0.10412988534768247,none,0,LowRisk_LowValue_HighEngagement,0.6976963792555628,upsell_offer,100,946.5445688833443
1434,18,50000,67,3,0.09049742089836126,Finance,36,0.5871350299560141,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1435,25,5000,62,1,0.35813381966225727,Healthcare,12,0.47868959620099105,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1436,33,5000,61,1,0.22727528540309339,Finance,36,0.36801711107499707,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1437,47,5000,81,4,0.21441287728133834,Finance,36,0.12023557894358736,none,0,LowRisk_LowValue_HighEngagement,0.49106055953662536,upsell_offer,100,636.590839304938
1438,40,5000,80,3,0.2444023985663832,Tech,36,0.3924798378407671,none,1,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1439,43,15000,70,1,0.23140107939768445,Tech,12,0.27655884332779285,none,0,LowRisk_LowValue_LowEngagement,0.6759728914106384,none,0,0.0
1440,12,50000,44,4,0.5813190373918495,Finance,36,0.9622535599681266,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1441,44,5000,51,2,0.26261592928250943,Tech,24,0.3079410687130014,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1442,36,5000,73,2,0.6328878831207517,Retail,36,0.29482079497104174,none,0,LowRisk_LowValue_LowEngagement,0.8496955080776754,none,0,0.0
1443,48,5000,64,3,0.1787144919760604,Tech,12,0.3418815273593901,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1444,4,15000,1,0,0.33132294041510174,Healthcare,36,1.0,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1445,5,5000,48,2,0.47448857106401465,Tech,36,0.7479353807791986,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1446,56,15000,21,1,0.4236775664004443,Tech,36,0.37061756598401463,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1447,37,50000,95,1,0.5286722521352331,Tech,36,0.15683697866546356,none,1,LowRisk_MediumValue_HighEngagement,0.8817786833560212,upsell_offer,100,13126.680250340318
1448,8,5000,28,0,0.1900540781306001,Tech,12,0.7975678829823639,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1449,42,5000,34,0,0.24387812470486891,Tech,12,0.29766186268408734,none,0,LowRisk_LowValue_LowEngagement,0.3476580568316309,none,0,0.0
1450,49,5000,80,5,0.6153736544510533,Finance,36,0.23371105436189057,none,0,LowRisk_LowValue_HighEngagement,0.8422128010179727,none,0,0.0
1451,28,15000,75,2,0.1915330053361629,Finance,36,0.4273226664164865,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1452,31,50000,23,3,0.1344581975472274,Tech,12,0.5028142909651724,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1453,58,5000,93,3,0.32754690298678335,Healthcare,24,0.14804344337400796,none,1,LowRisk_LowValue_HighEngagement,0.7375549893844549,upsell_offer,100,1006.3324840766822
1454,9,100000,29,4,0.45764965139112707,Tech,36,0.6889274256967155,retention_call,0,HighRisk_MediumValue_LowEngagement,,retention_call,500,79500.0
1455,54,5000,83,3,0.12851666281892685,Tech,36,0.328670086430865,none,1,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1456,51,50000,41,3,0.35672223481818244,Retail,12,0.34203481620962145,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1457,29,15000,70,1,0.0695464511273375,Tech,36,0.55028168755506,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1458,14,15000,49,3,0.16993694339962423,Healthcare,24,0.8181000250847775,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1459,40,15000,70,1,0.22732682491331627,Healthcare,24,0.4106227772879366,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1460,41,15000,59,0,0.5827401664271155,Retail,12,0.16662022454477196,none,0,LowRisk_LowValue_LowEngagement,0.8038450806674461,none,0,0.0
1461,22,50000,29,1,0.3496380812731426,Tech,24,0.4935562480312348,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1462,11,50000,11,1,0.42082639071249295,Tech,24,0.7385247935306258,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1463,23,15000,48,1,0.5500356883933236,Finance,12,0.5438234012911982,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1464,1,5000,94,2,0.18154514959748472,Healthcare,36,0.8422305841847901,retention_email,1,HighRisk_LowValue_HighEngagement,,retention_email,50,1950.0
1465,46,5000,81,2,0.30898475895006794,Retail,12,0.07846192316013659,none,0,LowRisk_LowValue_HighEngagement,0.5886593896468355,upsell_offer,100,782.9890844702533
1466,37,50000,45,3,0.34432829542046123,Tech,36,0.33457959457175507,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1467,21,15000,42,1,0.5068025247152522,Tech,12,0.5691007441359893,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1468,26,15000,1,1,0.11892935990251201,Finance,12,0.7032201853591022,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1469,46,15000,96,2,0.5569761191397926,Finance,12,0.22865972608968416,none,1,LowRisk_LowValue_HighEngagement,0.911761133314344,none,0,0.0
1470,36,50000,74,1,0.15167977681637687,Tech,36,0.2572271400001941,none,0,LowRisk_MediumValue_LowEngagement,0.6926495833081031,none,0,0.0
1471,54,15000,97,3,0.508811726905888,Retail,36,0.23753384728858565,none,0,LowRisk_LowValue_HighEngagement,0.8452893210555311,none,0,0.0
1472,23,50000,79,3,0.21349346856709084,Finance,12,0.5474898633169933,none,0,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
1473,57,50000,53,2,0.4235475176996819,Tech,24,0.20115040248261892,none,1,LowRisk_MediumValue_LowEngagement,0.5869268980457815,none,0,0.0
1474,1,5000,34,4,0.025864446081724887,Tech,36,0.9011876397971257,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1475,54,5000,51,1,0.29505301808405454,Retail,12,0.0681501256799795,none,0,LowRisk_LowValue_LowEngagement,0.5919438890333905,none,0,0.0
1476,55,50000,32,1,0.25577150352630174,Healthcare,36,0.25034276508684034,none,0,LowRisk_MediumValue_LowEngagement,0.4383467390343686,none,0,0.0
1477,51,5000,84,1,0.09921538851967865,Finance,24,0.16081231030964263,none,0,LowRisk_LowValue_HighEngagement,0.6154609188469834,upsell_offer,100,823.1913782704751
1478,40,100000,83,5,0.5207293388014947,Retail,36,0.36560714705684416,none,0,MediumRisk_HighValue_HighEngagement,,none,0,0.0
1479,15,5000,71,0,0.3734338570581452,Tech,12,0.6895556873734443,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1480,21,5000,50,5,0.20052218496189725,Finance,24,0.7503159180422093,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1481,47,100000,25,2,0.11848440204872014,Tech,24,0.40360207644336493,none,1,MediumRisk_HighValue_LowEngagement,,none,0,0.0
1482,9,15000,96,4,0.198437890168862,Tech,36,0.48565476330680907,none,1,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1483,53,5000,61,4,0.3706966825353678,Tech,12,0.31637301857091465,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1484,9,50000,60,3,0.511433076235316,Retail,24,0.8831184854024552,retention_call,1,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1485,10,15000,25,1,0.5594720148269953,Finance,24,0.8682448657076937,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1486,52,15000,36,2,0.48656615781800927,Finance,12,0.45117433690011655,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1487,57,5000,29,1,0.26301027060227816,Healthcare,12,0.2758582174807799,none,0,LowRisk_LowValue_LowEngagement,0.36493441372612395,none,0,0.0
1488,53,50000,94,2,0.1047608159338556,Retail,24,0.05695807730698419,none,0,LowRisk_MediumValue_HighEngagement,0.778151038035204,upsell_offer,100,11572.26557052806
1489,26,50000,96,0,0.24736736924240327,Healthcare,12,0.3554085219269703,none,0,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
1490,41,5000,10,2,0.28470209703552435,Healthcare,24,0.3557438212917696,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1491,35,50000,52,2,0.08083123301061518,Tech,12,0.41647360269900807,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1492,52,50000,40,1,0.3171604445273764,Finance,12,0.15183040359776506,none,0,LowRisk_MediumValue_LowEngagement,0.3882442582318108,none,0,0.0
1493,25,15000,4,0,0.49406557407990276,Retail,24,0.9410630521917368,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1494,26,15000,65,1,0.04985842125267788,Retail,24,0.4138552454653223,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1495,11,5000,12,0,0.5994719217758887,Tech,24,0.9450082650483512,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1496,38,5000,62,2,0.0519411582276054,Finance,12,0.2232801939918624,none,0,LowRisk_LowValue_LowEngagement,0.4278865573287514,none,0,0.0
1497,2,50000,81,3,0.4048938335497249,Finance,36,0.6900322511494519,retention_call,0,HighRisk_LowValue_HighEngagement,,retention_call,500,39500.0
1498,7,50000,89,2,0.6377042168166479,Retail,12,0.6296741673244864,retention_call,0,HighRisk_LowValue_HighEngagement,,retention_call,500,39500.0
1499,18,15000,24,0,0.290255587127714,Healthcare,24,0.686513841905792,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1500,27,15000,43,1,0.6530561352725718,Finance,24,0.5520706977516596,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1501,34,5000,13,2,0.06283351074916751,Retail,24,0.6593741689530332,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1502,27,5000,68,4,0.2543274260940495,Tech,36,0.6485023909038141,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1503,17,15000,58,4,0.16417727334063306,Tech,36,0.6537909491810759,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1504,43,5000,55,1,0.24281792045207826,Healthcare,36,0.3136704587442677,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1505,59,15000,51,1,0.37665999365456704,Healthcare,36,0.05699723886420402,none,0,LowRisk_LowValue_LowEngagement,0.6456094228415942,none,0,0.0
1506,44,5000,65,1,0.4516809030060658,Finance,12,0.2796227594215402,none,0,LowRisk_LowValue_LowEngagement,0.6254959334720213,none,0,0.0
1507,59,50000,67,1,0.6278214934506956,Tech,24,0.0,none,0,LowRisk_MediumValue_LowEngagement,0.8697639132420425,none,0,0.0
1508,51,5000,11,4,0.30523651581644307,Finance,12,0.3513213121087789,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1509,54,15000,74,3,0.12744110317745905,Retail,12,0.38948594134743963,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1510,24,15000,67,1,0.5289440037180916,Finance,36,0.6951495706765843,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1511,25,5000,42,2,0.059212540983479264,Tech,12,0.6157250515735666,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1512,7,5000,72,4,0.45080948741658156,Healthcare,12,0.8056819014867789,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1513,52,5000,73,1,0.4942777217386893,Tech,12,0.11692092531158318,none,0,LowRisk_LowValue_LowEngagement,0.49615239862435256,none,0,0.0
1514,6,50000,90,2,0.05110995847898861,Finance,36,0.5763930922276,none,0,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
1515,53,5000,5,3,0.4696389154417206,Tech,12,0.2848103911199963,none,0,LowRisk_LowValue_LowEngagement,0.6167188494115919,none,0,0.0
1516,24,50000,14,0,0.17948064629406457,Finance,24,0.6580484127720037,retention_call,1,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1517,33,100000,41,3,0.24823852807804092,Healthcare,12,0.5963066976041091,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1518,49,50000,30,1,0.4375003994787651,Finance,12,0.22575316439980767,none,1,LowRisk_MediumValue_LowEngagement,0.41000689828093034,none,0,0.0
1519,29,5000,85,2,0.3334455930780491,Retail,12,0.46757747928638926,none,1,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1520,43,100000,52,1,0.3713008484640503,Tech,24,0.42987955515840326,none,0,MediumRisk_HighValue_LowEngagement,,none,0,0.0
1521,22,5000,5,2,0.18950897113454834,Tech,36,0.7510014648963476,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1522,26,15000,32,1,0.3205431944173132,Tech,24,0.5344573140170713,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1523,28,50000,28,1,0.3688027506802044,Finance,24,0.6318299773815388,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1524,50,15000,20,1,0.4155816828207876,Retail,24,0.3758691550983233,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1525,21,15000,53,1,0.3942660072842433,Finance,12,0.669293793763925,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1526,49,5000,55,1,0.19614518290604815,Tech,24,0.3829338524619479,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1527,7,5000,93,2,0.4619926557146404,Finance,36,0.521624763500401,none,0,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1528,17,15000,20,1,0.17603848401345074,Healthcare,12,0.7857365133259663,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1529,20,5000,99,2,0.38652866364803307,Tech,12,0.5307406665256932,none,1,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1530,41,100000,54,0,0.0972493751251687,Finance,12,0.4075979032572661,none,1,MediumRisk_HighValue_LowEngagement,,none,0,0.0
1531,49,100000,57,3,0.21089056107638943,Healthcare,24,0.3080014760024897,none,1,MediumRisk_HighValue_LowEngagement,,none,0,0.0
1532,20,50000,63,4,0.1599878971545892,Finance,36,0.543968563235972,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1533,54,15000,85,2,0.3324736992370151,Healthcare,12,0.009744551842150631,none,0,LowRisk_LowValue_HighEngagement,0.6711980035403465,upsell_offer,100,2920.3910159315597
1534,22,15000,45,1,0.26062445714860055,Healthcare,12,0.4541791639394711,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1535,28,100000,83,2,0.19748491500231624,Healthcare,36,0.529500485041743,none,1,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
1536,40,50000,21,5,0.2203420828010218,Tech,36,0.47220206181967167,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1537,49,15000,59,3,0.3170097149266117,Finance,24,0.2880728364564571,none,1,LowRisk_LowValue_LowEngagement,0.3601626961069346,none,0,0.0
1538,7,5000,10,2,0.32028627002891774,Tech,36,0.9050075185247147,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1539,1,5000,46,0,0.12735949067085897,Finance,12,0.8334808239589087,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1540,32,15000,30,2,0.6126523605816495,Healthcare,24,0.6444893711979406,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1541,13,15000,76,1,0.23058776665341954,Finance,36,0.5901753148068807,none,1,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1542,30,50000,17,1,0.21913608016399377,Tech,24,0.6719832535389857,retention_call,1,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1543,23,5000,21,3,0.6992605378620387,Tech,24,0.6591465755700057,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1544,51,5000,55,1,0.22499032915338238,Healthcare,36,0.019812770933568424,none,0,LowRisk_LowValue_LowEngagement,0.4153535479194875,none,0,0.0
1545,59,5000,16,4,0.014299866157883642,Tech,12,0.2030477873724304,none,1,LowRisk_LowValue_LowEngagement,0.5823284790719758,none,0,0.0
1546,56,5000,37,3,0.5054799243629797,Tech,36,0.3478252010475946,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1547,19,5000,24,4,0.37829454595449624,Healthcare,24,0.6141990468139653,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1548,32,15000,31,3,0.39998076842412505,Tech,12,0.6011468072315322,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1549,30,15000,14,0,0.3437811631310606,Finance,12,0.6425535941053064,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1550,29,50000,12,2,0.21256333927703108,Finance,36,0.6350933666002287,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1551,49,5000,57,5,0.3757890531561606,Healthcare,24,0.27561230626818817,none,1,LowRisk_LowValue_LowEngagement,0.7002011670359877,none,0,0.0
1552,45,5000,89,2,0.42836313524360703,Retail,12,0.2710674849470478,none,1,LowRisk_LowValue_HighEngagement,0.8307356093374849,none,0,0.0
1553,29,15000,49,3,0.390579932429492,Healthcare,24,0.5447297759212714,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1554,30,50000,10,1,0.1793907843429391,Retail,24,0.5176564797338032,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1555,16,5000,12,1,0.394071970849115,Retail,12,0.8890351787090455,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1556,40,50000,96,0,0.5091252111339665,Tech,36,0.4342883392431318,none,0,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
1557,19,5000,49,2,0.12541733845748124,Healthcare,12,0.49856504252315736,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1558,18,50000,37,2,0.7106866353130606,Tech,12,0.6309043673169261,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1559,1,50000,0,2,0.157518499512594,Finance,36,1.0,retention_call,1,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1560,14,5000,38,2,0.1840865536957626,Finance,36,0.6670355244685703,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1561,51,15000,26,4,0.6482581790823876,Finance,24,0.3778604558053873,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1562,47,5000,35,2,0.49219056899124697,Tech,24,0.33552685520897296,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1563,50,50000,31,2,0.23656611627398372,Retail,24,0.4621444979714707,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1564,2,15000,40,2,0.3372041092617626,Tech,24,0.8309454748300424,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1565,54,15000,14,1,0.040724971397196795,Retail,24,0.15918021158188594,none,0,LowRisk_LowValue_LowEngagement,0.446348304775706,none,0,0.0
1566,28,50000,30,1,0.03965431628749927,Healthcare,24,0.6453158315982187,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1567,49,50000,5,3,0.6434866923546991,Finance,36,0.5270141864091644,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1568,50,5000,88,1,0.2481127141157426,Finance,12,0.19412088686590476,none,0,LowRisk_LowValue_HighEngagement,0.6867111461611588,upsell_offer,100,930.0667192417382
1569,30,15000,51,1,0.3622407025172693,Retail,24,0.41840367997173894,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1570,38,5000,81,0,0.1606603073170009,Tech,36,0.2864901952852392,none,0,LowRisk_LowValue_HighEngagement,0.5088758576202349,none,0,0.0
1571,51,5000,21,1,0.2331571500800029,Finance,12,0.36791097493486413,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1572,4,15000,30,4,0.1377445338609585,Retail,24,0.9256527446291215,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1573,1,5000,99,3,0.31708994300635,Tech,36,0.7709204414347476,retention_email,1,HighRisk_LowValue_HighEngagement,,retention_email,50,1950.0
1574,8,5000,72,2,0.057889900992965156,Retail,36,0.6738218850444584,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1575,29,50000,45,2,0.055679693486056565,Finance,12,0.5782584080933069,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1576,55,5000,66,0,0.26951969874653364,Tech,12,0.09060590558353307,none,1,LowRisk_LowValue_LowEngagement,0.29024768019792835,none,0,0.0
1577,39,15000,96,1,0.20058558876281413,Finance,36,0.420416529908677,none,0,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1578,3,5000,90,0,0.514796696967842,Tech,24,0.5060933371925143,none,0,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1579,32,5000,42,2,0.45490874051616137,Healthcare,24,0.6872361857970528,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1580,10,5000,0,4,0.5958881899976916,Healthcare,36,0.7336172876447313,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1581,10,15000,43,6,0.45141918733508485,Finance,12,0.7044927398370927,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1582,19,50000,56,3,0.17641328398688524,Healthcare,36,0.45359408615803387,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1583,46,5000,8,1,0.3254072438452111,Tech,24,0.49253801921531526,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1584,34,5000,4,3,0.07966035680763525,Retail,36,0.6328334784347689,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1585,33,100000,78,3,0.4738587545940636,Healthcare,36,0.32119780276139875,none,1,MediumRisk_HighValue_HighEngagement,,none,0,0.0
1586,23,5000,8,2,0.5221303412095332,Finance,24,0.5727736186761043,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
1587,55,50000,44,2,0.3587836967729357,Healthcare,36,0.32141131865752565,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1588,28,5000,91,0,0.38301896950289394,Healthcare,12,0.3745812542297329,none,0,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1589,32,50000,76,2,0.1176934475977087,Finance,24,0.4057593884635861,none,0,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
1590,50,5000,23,2,0.18448384523421685,Finance,24,0.2510166781289662,none,0,LowRisk_LowValue_LowEngagement,0.39701212654018314,none,0,0.0
1591,7,50000,73,2,0.31051003904046987,Finance,24,0.7717510006075915,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
1592,29,50000,41,2,0.39594461099043327,Retail,36,0.5088706902558929,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1593,8,15000,21,0,0.04406813850670293,Retail,24,0.8715968497474784,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
1594,1,5000,59,4,0.1483521552433634,Tech,12,0.740584418887538,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1595,57,50000,85,1,0.32795326467649794,Healthcare,36,0.12495521647102019,none,0,LowRisk_MediumValue_HighEngagement,0.5850903620440697,upsell_offer,100,8676.355430661046
1596,55,15000,36,3,0.01986200167210969,Healthcare,36,0.23187354451900932,none,0,LowRisk_LowValue_LowEngagement,0.5835788432508368,none,0,0.0
1597,3,5000,38,1,0.5508639139599628,Tech,12,0.6761484150327558,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
1598,24,5000,83,2,0.2448142373837461,Retail,12,0.5056407178049497,none,0,MediumRisk_LowValue_HighEngagement,,none,0,0.0
1599,23,50000,73,3,0.42485436153789113,Tech,24,0.575875618527254,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
1600,59,5000,73,0,0.21027570075263707,Healthcare,36,0.0,none,0,LowRisk_LowValue_LowEngagement,0.4388708603364148,none,0,0.0
